track_name,artist_name,album_name,duration_ms,popularity
Bad Guy,Taylor Swift,Evolve,225873,95
Someone Like You,Billie Eilish,Divide,236491,37
Perfect,Adele,Divide,135262,64
Hello,Dua Lipa,Scorpion,287959,27
Stay,Drake,Divide,300019,31
Senorita,Adele,Future Nostalgia,187797,84
Shape of You,Dua Lipa,When We All Fall Asleep,247006,23
Believer,Justin Bieber,Scorpion,135862,80
Levitating,Drake,Scorpion,230412,62
Blinding Lights,Justin Bieber,Future Nostalgia,228029,59
Bad Guy,Imagine Dragons,After Hours,122481,46
Someone Like You,Rihanna,Future Nostalgia,183330,16
Perfect,Adele,Future Nostalgia,285961,92
Hello,Imagine Dragons,Evolve,185117,15
Stay,The Weeknd,Divide,227831,24
Senorita,The Weeknd,Scorpion,219808,15
Shape of You,The Weeknd,Midnights,247577,5
Believer,Billie Eilish,When We All Fall Asleep,272971,73
Levitating,Drake,Evolve,124036,47
Blinding Lights,Adele,Justice,307734,56
Bad Guy,Ed Sheeran,Evolve,248723,99
Someone Like You,Billie Eilish,25,206812,18
Perfect,Justin Bieber,Justice,268784,37
Hello,Imagine Dragons,Future Nostalgia,204231,45
Stay,Taylor Swift,Divide,307781,37
Senorita,Adele,Justice,246884,53
Shape of You,Billie Eilish,25,195949,44
Believer,The Weeknd,Justice,283140,48
Levitating,Rihanna,Scorpion,269017,35
Blinding Lights,Imagine Dragons,Midnights,204987,27
Bad Guy,Justin Bieber,Evolve,161386,7
Someone Like You,The Weeknd,Scorpion,168763,91
Perfect,Rihanna,Future Nostalgia,191949,35
Hello,Justin Bieber,After Hours,147084,78
Stay,Imagine Dragons,When We All Fall Asleep,213843,40
Senorita,Adele,Anti,258004,15
Shape of You,Ed Sheeran,Scorpion,264610,42
Believer,Adele,Midnights,216397,89
Levitating,Rihanna,Future Nostalgia,149693,24
Blinding Lights,Justin Bieber,Midnights,171458,67
Bad Guy,Justin Bieber,When We All Fall Asleep,128123,53
Someone Like You,Billie Eilish,Scorpion,205529,34
Perfect,Adele,Justice,170787,46
Hello,Imagine Dragons,Divide,195102,48
Stay,Imagine Dragons,Justice,267844,85
Senorita,Taylor Swift,Scorpion,268211,100
Shape of You,Taylor Swift,Divide,281607,16
Believer,Taylor Swift,Divide,289801,81
Levitating,Justin Bieber,Evolve,149589,73
Blinding Lights,Billie Eilish,Justice,185966,54
Bad Guy,Taylor Swift,Midnights,307306,66
Someone Like You,Taylor Swift,When We All Fall Asleep,236093,60
Perfect,Adele,Anti,166244,39
Hello,Drake,Justice,311707,86
Stay,Imagine Dragons,25,317045,13
Senorita,Imagine Dragons,Future Nostalgia,295266,76
Shape of You,Adele,Scorpion,233991,99
Believer,Taylor Swift,Divide,190171,7
Levitating,Adele,Evolve,250975,6
Blinding Lights,Adele,Anti,173251,77
Bad Guy,Taylor Swift,Divide,274648,51
Someone Like You,Rihanna,Divide,282860,76
Perfect,Drake,When We All Fall Asleep,231445,91
Hello,Rihanna,Divide,222185,24
Stay,Taylor Swift,Justice,163809,67
Senorita,Billie Eilish,25,239189,99
Shape of You,Billie Eilish,Divide,283581,54
Believer,Ed Sheeran,Justice,216728,35
Levitating,Adele,When We All Fall Asleep,307917,23
Blinding Lights,Taylor Swift,25,261075,81
Bad Guy,Taylor Swift,Justice,289488,75
Someone Like You,The Weeknd,Midnights,212627,32
Perfect,Rihanna,Evolve,122605,33
Hello,Ed Sheeran,Divide,250487,33
Stay,Justin Bieber,Scorpion,140908,93
Senorita,Imagine Dragons,Evolve,255621,21
Shape of You,Billie Eilish,Divide,132255,47
Believer,Dua Lipa,25,128622,60
Levitating,Dua Lipa,Justice,180988,75
Blinding Lights,Drake,When We All Fall Asleep,208618,76
Bad Guy,Adele,Scorpion,289622,12
Someone Like You,Billie Eilish,Evolve,298467,42
Perfect,Billie Eilish,Divide,154563,49
Hello,Taylor Swift,25,125442,20
Stay,Dua Lipa,Scorpion,152113,87
Senorita,Imagine Dragons,Divide,264027,86
Shape of You,Justin Bieber,Midnights,176222,22
Believer,Ed Sheeran,Midnights,214787,70
Levitating,Adele,Evolve,314527,43
Blinding Lights,Adele,25,209661,74
Bad Guy,Dua Lipa,Divide,261969,13
Someone Like You,Ed Sheeran,Justice,230091,23
Perfect,Drake,Justice,209173,67
Hello,Billie Eilish,Scorpion,254835,45
Stay,Adele,Future Nostalgia,282037,75
Senorita,Taylor Swift,After Hours,188742,40
Song_0000500,Billie Eilish,25,205675,22
Song_0000501,Taylor Swift,Midnights,140817,37
Song_0000502,Drake,When We All Fall Asleep,252676,36
Song_0000503,Justin Bieber,When We All Fall Asleep,155356,31
Song_0000504,Drake,Midnights,243574,17
Song_0000505,Taylor Swift,Anti,209443,1
Song_0000506,Imagine Dragons,When We All Fall Asleep,201239,51
Song_0000507,Taylor Swift,Divide,305122,78
Song_0000508,Imagine Dragons,Scorpion,177127,45
Song_0000509,The Weeknd,Justice,231674,22
Song_0000510,Billie Eilish,Anti,154468,98
Song_0000511,Adele,Future Nostalgia,217675,11
Song_0000512,Justin Bieber,Divide,250492,83
Song_0000513,Justin Bieber,25,120671,82
Song_0000514,Rihanna,25,298049,16
Song_0000515,Ed Sheeran,After Hours,249488,75
Song_0000516,Ed Sheeran,Midnights,169323,80
Song_0000517,Adele,When We All Fall Asleep,306710,51
Song_0000518,Ed Sheeran,Future Nostalgia,244644,86
Song_0000519,The Weeknd,Midnights,274976,50
Song_0000520,Justin Bieber,25,160929,34
Song_0000521,Rihanna,Anti,307050,48
Song_0000522,Justin Bieber,After Hours,188833,75
Song_0000523,Imagine Dragons,Midnights,184773,1
Song_0000524,Ed Sheeran,Divide,276974,39
Song_0000525,Imagine Dragons,When We All Fall Asleep,169413,11
Song_0000526,Taylor Swift,Evolve,153258,20
Song_0000527,The Weeknd,Anti,120123,51
Song_0000528,Ed Sheeran,Anti,308704,36
Song_0000529,Ed Sheeran,When We All Fall Asleep,148024,31
Song_0000530,Drake,After Hours,272101,61
Song_0000531,The Weeknd,Scorpion,189914,1
Song_0000532,Taylor Swift,Future Nostalgia,235164,41
Song_0000533,The Weeknd,Future Nostalgia,271022,62
Song_0000534,Drake,Future Nostalgia,245921,78
Song_0000535,Adele,After Hours,312822,89
Song_0000536,Rihanna,When We All Fall Asleep,196052,43
Song_0000537,Justin Bieber,After Hours,257365,61
Song_0000538,Drake,Justice,222383,2
Song_0000539,Taylor Swift,When We All Fall Asleep,296267,20
Song_0000540,Ed Sheeran,Future Nostalgia,215789,6
Song_0000541,Billie Eilish,Evolve,178306,48
Song_0000542,Ed Sheeran,Evolve,234396,37
Song_0000543,Imagine Dragons,Evolve,208439,18
Song_0000544,Ed Sheeran,Midnights,161576,49
Song_0000545,Ed Sheeran,Midnights,247412,83
Song_0000546,Justin Bieber,Anti,223183,46
Song_0000547,Justin Bieber,Justice,197554,23
Song_0000548,Dua Lipa,Future Nostalgia,313764,53
Song_0000549,Drake,Justice,212759,96
Song_0000550,Adele,Anti,159198,13
Song_0000551,Drake,Divide,236747,11
Song_0000552,Ed Sheeran,Scorpion,169256,73
Song_0000553,Ed Sheeran,Anti,253647,7
Song_0000554,Imagine Dragons,When We All Fall Asleep,181984,85
Song_0000555,The Weeknd,When We All Fall Asleep,200092,16
Song_0000556,Adele,Midnights,220968,30
Song_0000557,Dua Lipa,25,189274,65
Song_0000558,Dua Lipa,25,306828,19
Song_0000559,Ed Sheeran,Midnights,180071,72
Song_0000560,Dua Lipa,After Hours,140257,59
Song_0000561,Drake,Future Nostalgia,146860,70
Song_0000562,Taylor Swift,When We All Fall Asleep,315302,11
Song_0000563,The Weeknd,Justice,181358,79
Song_0000564,Taylor Swift,25,246161,19
Song_0000565,Imagine Dragons,Anti,283306,31
Song_0000566,Imagine Dragons,Future Nostalgia,281255,31
Song_0000567,The Weeknd,Divide,264728,37
Song_0000568,Ed Sheeran,Justice,160384,3
Song_0000569,Adele,Evolve,138072,74
Song_0000570,Drake,25,254994,22
Song_0000571,Imagine Dragons,Divide,219723,10
Song_0000572,The Weeknd,Evolve,314933,78
Song_0000573,Billie Eilish,Divide,188556,55
Song_0000574,Taylor Swift,Midnights,150126,10
Song_0000575,Imagine Dragons,25,235890,87
Song_0000576,Dua Lipa,25,297049,97
Song_0000577,Imagine Dragons,Divide,255974,61
Song_0000578,Rihanna,Anti,293561,88
Song_0000579,The Weeknd,Evolve,313296,54
Song_0000580,Dua Lipa,25,303399,30
Song_0000581,Imagine Dragons,Scorpion,221478,49
Song_0000582,Rihanna,Anti,136437,85
Song_0000583,Adele,Scorpion,222555,62
Song_0000584,Ed Sheeran,After Hours,300528,73
Song_0000585,Drake,Future Nostalgia,213734,6
Song_0000586,Justin Bieber,Anti,215541,67
Song_0000587,Dua Lipa,Anti,213912,88
Song_0000588,Dua Lipa,25,135919,75
Song_0000589,Justin Bieber,Midnights,183693,81
Song_0000590,Rihanna,Anti,256575,81
Song_0000591,Imagine Dragons,Justice,156546,12
Song_0000592,Adele,After Hours,136642,81
Song_0000593,Dua Lipa,After Hours,164883,52
Song_0000594,Drake,Future Nostalgia,267410,90
Song_0000595,Rihanna,Future Nostalgia,190674,95
Song_0000596,Drake,After Hours,290038,52
Song_0000597,Imagine Dragons,25,152297,54
Song_0000598,Drake,Scorpion,214781,39
