track_name,artist_name,album_name,duration_ms,popularity
Hello,Billie Eilish,Anti,148963,51
Stay,Taylor Swift,Anti,192771,54
Senorita,Ed Sheeran,Evolve,134618,98
Shape of You,Ed Sheeran,After Hours,294250,66
Believer,Rihanna,Justice,290324,65
Levitating,Ed Sheeran,Midnights,281517,72
Blinding Lights,Imagine Dragons,25,150399,21
Bad Guy,Imagine Dragons,Divide,287158,64
Someone Like You,Imagine Dragons,25,164233,52
Perfect,Adele,Future Nostalgia,142224,98
Hello,Adele,Midnights,138488,87
Stay,Ed Sheeran,Future Nostalgia,275262,38
Senorita,Justin Bieber,Evolve,121490,6
Shape of You,Ed Sheeran,Scorpion,247344,54
Believer,Drake,Divide,149360,14
Levitating,Justin Bieber,Divide,278050,43
Blinding Lights,Taylor Swift,Evolve,181353,8
Bad Guy,Adele,Anti,145089,27
Someone Like You,Ed Sheeran,Future Nostalgia,145193,2
Perfect,Billie Eilish,Scorpion,166929,40
Hello,Adele,When We All Fall Asleep,261091,8
Stay,Imagine Dragons,Midnights,258230,72
Senorita,Imagine Dragons,Scorpion,200155,15
Shape of You,Ed Sheeran,Justice,289593,44
Believer,Adele,Justice,240887,24
Levitating,Taylor Swift,Scorpion,270867,36
Blinding Lights,Taylor Swift,25,313688,99
Bad Guy,Billie Eilish,25,288679,18
Someone Like You,Drake,Anti,192077,63
Perfect,Justin Bieber,Justice,203730,52
Hello,Adele,Future Nostalgia,228321,1
Stay,Adele,When We All Fall Asleep,222425,2
Senorita,Billie Eilish,Scorpion,205229,30
Shape of You,The Weeknd,Justice,265205,15
Believer,Imagine Dragons,Anti,177741,12
Levitating,Taylor Swift,Anti,237071,76
Blinding Lights,Dua Lipa,25,280358,39
Bad Guy,Dua Lipa,Anti,297244,1
Someone Like You,Drake,Future Nostalgia,309051,97
Perfect,Drake,Midnights,258584,85
Hello,Taylor Swift,When We All Fall Asleep,147161,94
Stay,Taylor Swift,Scorpion,311376,49
Senorita,Adele,Midnights,298423,24
Shape of You,Justin Bieber,When We All Fall Asleep,265964,80
Believer,Drake,When We All Fall Asleep,319967,72
Levitating,Drake,Scorpion,262025,91
Blinding Lights,Drake,After Hours,174130,60
Bad Guy,The Weeknd,Evolve,242134,65
Someone Like You,Ed Sheeran,Divide,316839,64
Perfect,Dua Lipa,Midnights,224403,87
Hello,Dua Lipa,After Hours,178399,52
Stay,Dua Lipa,When We All Fall Asleep,316504,97
Senorita,Imagine Dragons,After Hours,276779,70
Shape of You,Ed Sheeran,Midnights,240849,32
Believer,Justin Bieber,Scorpion,284195,4
Levitating,Rihanna,Divide,161558,63
Blinding Lights,Billie Eilish,Evolve,219076,81
Bad Guy,Taylor Swift,Scorpion,147964,20
Someone Like You,Billie Eilish,Divide,217255,75
Perfect,Dua Lipa,Divide,210797,21
Hello,Ed Sheeran,Divide,238181,84
Stay,Dua Lipa,Scorpion,176354,75
Senorita,Imagine Dragons,Scorpion,214042,86
Shape of You,Billie Eilish,25,260474,36
Believer,Dua Lipa,Divide,237748,36
Levitating,The Weeknd,Justice,255725,52
Blinding Lights,Drake,Scorpion,288998,77
Bad Guy,Rihanna,25,144839,34
Someone Like You,Imagine Dragons,Evolve,213288,2
Perfect,Taylor Swift,Evolve,209257,92
Hello,Imagine Dragons,When We All Fall Asleep,165797,91
Stay,Ed Sheeran,Evolve,246134,25
Senorita,Ed Sheeran,When We All Fall Asleep,249359,55
Shape of You,Rihanna,Scorpion,278053,36
Believer,Imagine Dragons,Midnights,248735,14
Levitating,Billie Eilish,Evolve,152449,43
Blinding Lights,Rihanna,Evolve,156306,36
Bad Guy,Justin Bieber,Evolve,260101,52
Someone Like You,Taylor Swift,Justice,222828,28
Perfect,Justin Bieber,Scorpion,235467,16
Hello,Ed Sheeran,Scorpion,182838,68
Stay,Rihanna,When We All Fall Asleep,145595,14
Senorita,Adele,When We All Fall Asleep,200478,90
Shape of You,Imagine Dragons,Future Nostalgia,228708,33
Believer,Adele,Future Nostalgia,242654,29
Levitating,Imagine Dragons,Future Nostalgia,250946,36
Blinding Lights,Rihanna,Evolve,140818,61
Bad Guy,Imagine Dragons,Anti,196473,46
Someone Like You,Adele,Divide,272884,67
Perfect,Taylor Swift,Midnights,271399,51
Hello,Dua Lipa,Justice,176796,47
Stay,Billie Eilish,Divide,314112,75
Senorita,Adele,Scorpion,317090,7
Shape of You,The Weeknd,Midnights,248190,19
Believer,Taylor Swift,Divide,309669,92
Levitating,Ed Sheeran,Justice,215726,47
Blinding Lights,Justin Bieber,Anti,215988,100
Bad Guy,Ed Sheeran,25,195425,10
Someone Like You,Imagine Dragons,Evolve,230308,9
Perfect,Dua Lipa,Evolve,128029,52
Hello,Adele,Evolve,227083,84
Stay,Taylor Swift,Evolve,191702,50
Senorita,Billie Eilish,Justice,176288,48
Shape of You,Rihanna,Divide,221855,77
Believer,Taylor Swift,Scorpion,174686,55
Levitating,Adele,Divide,231950,18
Blinding Lights,Justin Bieber,Evolve,300540,89
Bad Guy,Imagine Dragons,After Hours,255274,48
Someone Like You,Drake,Divide,197607,35
Perfect,Dua Lipa,After Hours,247006,47
Hello,Justin Bieber,When We All Fall Asleep,123792,38
Stay,The Weeknd,Scorpion,248298,95
Senorita,The Weeknd,Divide,314836,49
Shape of You,Billie Eilish,After Hours,146550,99
Believer,Drake,Evolve,308960,19
Levitating,The Weeknd,Future Nostalgia,138961,92
Blinding Lights,Ed Sheeran,Evolve,197943,72
Bad Guy,Justin Bieber,Divide,156387,42
Someone Like You,Rihanna,Midnights,314350,79
Perfect,Billie Eilish,Future Nostalgia,126078,16
Hello,Adele,25,313802,21
Stay,Adele,Future Nostalgia,136805,15
Senorita,Justin Bieber,Justice,274731,92
Shape of You,Ed Sheeran,Divide,285064,45
Believer,Drake,Evolve,190472,1
Levitating,Adele,Evolve,159645,7
Blinding Lights,Rihanna,Anti,162396,19
Bad Guy,Billie Eilish,25,176315,71
Someone Like You,The Weeknd,After Hours,126448,78
Perfect,Justin Bieber,After Hours,291594,64
Hello,Dua Lipa,25,201975,6
Stay,Imagine Dragons,Evolve,245019,7
Senorita,The Weeknd,When We All Fall Asleep,184351,70
Shape of You,Adele,Evolve,190065,85
Believer,Adele,Scorpion,147990,23
Levitating,The Weeknd,Justice,257019,80
Blinding Lights,Ed Sheeran,Anti,199571,75
Bad Guy,Drake,Future Nostalgia,139244,63
Someone Like You,The Weeknd,After Hours,155804,15
Perfect,The Weeknd,Anti,259512,29
Hello,Imagine Dragons,25,314768,75
Stay,Billie Eilish,Divide,123084,34
Senorita,Justin Bieber,After Hours,150043,44
Shape of You,Adele,Scorpion,319310,86
Believer,Dua Lipa,Divide,310818,12
Levitating,Justin Bieber,Scorpion,159350,26
Blinding Lights,Ed Sheeran,Justice,132754,43
Bad Guy,Billie Eilish,Evolve,280784,18
Someone Like You,Ed Sheeran,25,272156,58
Perfect,Dua Lipa,Divide,263940,50
Hello,Imagine Dragons,Divide,283674,33
Stay,Billie Eilish,Midnights,177370,44
Senorita,Imagine Dragons,Future Nostalgia,249558,8
Shape of You,Drake,Scorpion,262602,98
Believer,Taylor Swift,25,274201,36
Levitating,Ed Sheeran,After Hours,129701,52
Blinding Lights,Adele,Justice,180237,78
Bad Guy,Ed Sheeran,Divide,284144,68
Someone Like You,The Weeknd,After Hours,216527,66
Perfect,Dua Lipa,25,241503,94
Hello,Justin Bieber,Scorpion,288954,4
Stay,Imagine Dragons,25,246473,39
Senorita,Adele,When We All Fall Asleep,142353,90
Shape of You,Justin Bieber,Justice,217646,86
Believer,Adele,After Hours,250227,47
Levitating,Taylor Swift,Midnights,294949,77
Blinding Lights,Drake,After Hours,280236,84
Bad Guy,The Weeknd,Midnights,197771,31
Someone Like You,Dua Lipa,Evolve,130311,43
Perfect,Imagine Dragons,Evolve,298617,54
Hello,Ed Sheeran,25,215118,19
Stay,Taylor Swift,Anti,207326,58
Senorita,Justin Bieber,Midnights,296310,89
Shape of You,Dua Lipa,Scorpion,202616,5
Believer,Ed Sheeran,After Hours,178613,66
Levitating,Ed Sheeran,Divide,179401,51
Blinding Lights,Drake,Scorpion,189972,52
Bad Guy,Billie Eilish,Future Nostalgia,237669,24
Someone Like You,Ed Sheeran,Divide,293539,5
Perfect,Ed Sheeran,Justice,173256,48
Hello,Rihanna,Scorpion,244876,100
Stay,Justin Bieber,Future Nostalgia,205412,61
Senorita,Taylor Swift,When We All Fall Asleep,130252,70
Shape of You,Drake,Scorpion,250259,42
Believer,Adele,After Hours,125382,84
Levitating,The Weeknd,Midnights,277164,96
Blinding Lights,Dua Lipa,Midnights,141494,56
Bad Guy,The Weeknd,Divide,204106,37
Someone Like You,Rihanna,Scorpion,302543,30
Perfect,The Weeknd,Midnights,280881,93
Hello,Taylor Swift,Future Nostalgia,291206,21
Stay,Justin Bieber,Scorpion,146299,99
Senorita,Drake,After Hours,288599,70
Shape of You,Rihanna,Justice,186629,78
Believer,Taylor Swift,Justice,285091,93
Levitating,The Weeknd,Divide,288399,24
Blinding Lights,Drake,Future Nostalgia,259147,50
Bad Guy,Justin Bieber,Anti,271036,55
Someone Like You,Rihanna,Midnights,273899,12
Perfect,Ed Sheeran,Scorpion,274631,91
Hello,The Weeknd,Scorpion,173334,22
Stay,Rihanna,Evolve,130993,27
Senorita,Dua Lipa,Scorpion,144869,55
Shape of You,Justin Bieber,Future Nostalgia,234360,78
Believer,Justin Bieber,Midnights,182836,17
Levitating,Rihanna,25,235219,44
Blinding Lights,Drake,Midnights,258794,95
Bad Guy,Ed Sheeran,Anti,178100,48
Someone Like You,Ed Sheeran,When We All Fall Asleep,277219,48
Perfect,Drake,Evolve,139541,66
Hello,Justin Bieber,25,315745,44
Stay,Adele,Justice,234663,75
Senorita,The Weeknd,Midnights,308841,10
Shape of You,Ed Sheeran,After Hours,207615,37
Believer,Ed Sheeran,When We All Fall Asleep,230958,100
Levitating,Ed Sheeran,25,134816,65
Blinding Lights,Dua Lipa,Divide,213181,29
Bad Guy,Rihanna,Scorpion,315735,79
Someone Like You,Ed Sheeran,Evolve,145907,57
Perfect,Billie Eilish,Anti,287027,68
Hello,Ed Sheeran,Scorpion,150889,65
Stay,Dua Lipa,Evolve,285353,72
Senorita,Imagine Dragons,Future Nostalgia,253635,61
Shape of You,Billie Eilish,Scorpion,248062,33
Believer,Rihanna,Scorpion,206454,42
Levitating,Billie Eilish,Anti,254459,32
Blinding Lights,Ed Sheeran,25,209317,43
Bad Guy,Justin Bieber,25,199755,72
Someone Like You,Billie Eilish,Justice,191468,56
Perfect,Adele,Future Nostalgia,144260,46
Hello,Adele,When We All Fall Asleep,209908,62
Stay,Adele,When We All Fall Asleep,289696,49
Senorita,Taylor Swift,Divide,229281,22
Shape of You,Ed Sheeran,When We All Fall Asleep,150512,72
Believer,Taylor Swift,Divide,162977,2
Levitating,The Weeknd,Future Nostalgia,185381,17
Blinding Lights,Billie Eilish,Divide,173082,64
Bad Guy,Dua Lipa,Evolve,135769,38
Someone Like You,Drake,25,239392,55
Perfect,Adele,Anti,269604,23
Hello,Justin Bieber,Future Nostalgia,319662,1
Stay,Drake,After Hours,309334,70
Senorita,Drake,After Hours,214136,68
Shape of You,Taylor Swift,After Hours,152321,53
Believer,Billie Eilish,Divide,256975,6
Levitating,Justin Bieber,Justice,297444,31
Blinding Lights,Justin Bieber,When We All Fall Asleep,237082,96
Bad Guy,Taylor Swift,Midnights,246565,44
Someone Like You,Billie Eilish,Future Nostalgia,269706,53
Perfect,Taylor Swift,Divide,194814,27
Hello,Drake,Divide,292161,46
Stay,Billie Eilish,Evolve,160686,39
Senorita,Billie Eilish,25,307918,16
Shape of You,Rihanna,Midnights,306161,88
Believer,Taylor Swift,Scorpion,134565,43
Levitating,The Weeknd,Midnights,134100,19
Blinding Lights,Imagine Dragons,Future Nostalgia,154734,26
Bad Guy,The Weeknd,Evolve,252620,10
Someone Like You,Adele,When We All Fall Asleep,220811,10
Perfect,Drake,25,269379,13
Hello,Ed Sheeran,Justice,139269,82
Stay,The Weeknd,Anti,207456,78
Senorita,Drake,Evolve,217141,66
Shape of You,Rihanna,Justice,164051,25
Believer,Adele,Midnights,126511,15
Levitating,The Weeknd,Future Nostalgia,202789,68
Blinding Lights,Taylor Swift,Scorpion,148098,73
Bad Guy,Adele,Justice,275412,81
Someone Like You,Dua Lipa,Anti,169932,66
Perfect,Justin Bieber,Justice,224528,80
Hello,Adele,Scorpion,244280,91
Stay,Justin Bieber,Scorpion,300417,29
Senorita,The Weeknd,Divide,238425,24
Shape of You,Taylor Swift,Midnights,281210,82
Believer,Rihanna,Future Nostalgia,280930,51
Levitating,The Weeknd,After Hours,123561,57
Blinding Lights,Ed Sheeran,Evolve,289148,74
Bad Guy,Billie Eilish,Justice,276522,1
Someone Like You,Taylor Swift,Midnights,298472,94
Perfect,The Weeknd,Midnights,256751,87
Hello,Imagine Dragons,25,157589,4
Stay,Ed Sheeran,Anti,235973,1
Senorita,Taylor Swift,Future Nostalgia,263314,50
Shape of You,Dua Lipa,Midnights,222968,38
Believer,Drake,25,262897,63
Levitating,Adele,When We All Fall Asleep,150179,10
Blinding Lights,Billie Eilish,25,145356,65
Bad Guy,The Weeknd,Divide,267760,84
Someone Like You,Dua Lipa,Future Nostalgia,281437,96
Perfect,Billie Eilish,Scorpion,249935,30
Hello,Imagine Dragons,Scorpion,306748,99
Stay,Rihanna,Scorpion,141055,76
Senorita,Adele,25,307353,61
Shape of You,Drake,Divide,205803,41
Believer,Taylor Swift,Future Nostalgia,186699,54
Levitating,The Weeknd,When We All Fall Asleep,149323,41
Blinding Lights,Taylor Swift,When We All Fall Asleep,214791,87
Bad Guy,Drake,Future Nostalgia,159045,30
Someone Like You,The Weeknd,After Hours,201877,7
Perfect,Adele,Scorpion,132441,33
Hello,Imagine Dragons,25,260101,72
Stay,The Weeknd,Future Nostalgia,276635,83
Senorita,Adele,25,127033,36
Shape of You,Ed Sheeran,Scorpion,223793,91
Believer,Dua Lipa,Justice,222257,39
Levitating,Rihanna,25,308320,18
Blinding Lights,Ed Sheeran,Anti,179128,48
Bad Guy,Adele,Justice,212009,84
Someone Like You,Imagine Dragons,Midnights,144805,13
Perfect,Justin Bieber,Justice,289753,93
Hello,Adele,Midnights,244176,51
Stay,Ed Sheeran,Scorpion,166075,64
Senorita,Drake,Scorpion,279589,42
Shape of You,Ed Sheeran,Midnights,120235,58
Believer,Billie Eilish,Midnights,237074,37
Levitating,Ed Sheeran,Scorpion,294917,67
Blinding Lights,Imagine Dragons,After Hours,252923,70
Bad Guy,Billie Eilish,25,187002,60
Someone Like You,Billie Eilish,Justice,194998,3
Perfect,Justin Bieber,Divide,301123,95
Hello,Adele,Divide,282820,18
Stay,Taylor Swift,Future Nostalgia,151798,52
Senorita,Drake,Justice,299023,90
Shape of You,Ed Sheeran,When We All Fall Asleep,289555,44
Believer,Taylor Swift,Future Nostalgia,299963,58
Levitating,Justin Bieber,Justice,175539,89
Blinding Lights,The Weeknd,After Hours,128958,69
Bad Guy,The Weeknd,Divide,247060,88
Someone Like You,Dua Lipa,25,257682,98
Perfect,Drake,After Hours,207872,62
Hello,Justin Bieber,Future Nostalgia,159219,89
Stay,Billie Eilish,Justice,264605,21
Senorita,Adele,Divide,131989,63
Shape of You,The Weeknd,After Hours,202124,66
Believer,Billie Eilish,Future Nostalgia,297476,88
Levitating,Justin Bieber,Midnights,306496,96
Blinding Lights,Imagine Dragons,Justice,210692,31
Bad Guy,Taylor Swift,Midnights,124961,20
Someone Like You,Billie Eilish,When We All Fall Asleep,300481,37
Perfect,Rihanna,Midnights,180309,61
Hello,Justin Bieber,Future Nostalgia,228917,71
Stay,Justin Bieber,Anti,226696,51
Senorita,The Weeknd,Justice,209778,38
Shape of You,Taylor Swift,Future Nostalgia,239238,7
Believer,Drake,Divide,189414,12
Levitating,The Weeknd,Anti,169883,27
Blinding Lights,Billie Eilish,Scorpion,161683,56
Bad Guy,Adele,After Hours,290658,89
Someone Like You,The Weeknd,Evolve,173860,66
Perfect,Drake,Evolve,163434,64
Hello,Rihanna,Future Nostalgia,309683,56
Stay,Drake,Scorpion,256937,29
Senorita,Ed Sheeran,25,243708,95
Shape of You,Ed Sheeran,Divide,174622,26
Believer,Imagine Dragons,After Hours,319958,50
Levitating,Adele,Evolve,312568,82
Blinding Lights,The Weeknd,Midnights,291078,85
Bad Guy,Adele,After Hours,199803,21
Someone Like You,Dua Lipa,Future Nostalgia,295793,51
Perfect,Imagine Dragons,Evolve,273254,38
Hello,The Weeknd,Evolve,292237,48
Stay,Taylor Swift,Divide,296944,87
Senorita,Drake,25,228240,5
Shape of You,Taylor Swift,25,285675,30
Believer,Taylor Swift,Evolve,283106,23
Levitating,Billie Eilish,Scorpion,164314,57
Blinding Lights,Rihanna,Evolve,319847,79
Bad Guy,Dua Lipa,Divide,140771,15
Someone Like You,Rihanna,Future Nostalgia,224247,98
Perfect,Imagine Dragons,25,177334,91
Hello,Drake,Divide,311498,50
Stay,Imagine Dragons,When We All Fall Asleep,180452,40
Senorita,Justin Bieber,Midnights,145110,91
Shape of You,Rihanna,Scorpion,203321,44
Believer,Drake,Anti,235067,21
Levitating,Dua Lipa,Justice,241842,57
Blinding Lights,Ed Sheeran,25,146448,51
Bad Guy,Ed Sheeran,Future Nostalgia,123437,23
Someone Like You,Drake,25,137779,38
Perfect,Justin Bieber,Justice,146366,71
Hello,Drake,Evolve,214311,27
Stay,Rihanna,When We All Fall Asleep,286829,64
Senorita,Dua Lipa,After Hours,173885,73
Shape of You,Dua Lipa,Evolve,161443,62
Believer,Rihanna,Evolve,160434,59
Levitating,Dua Lipa,Future Nostalgia,273950,77
Blinding Lights,Imagine Dragons,When We All Fall Asleep,127554,33
Bad Guy,The Weeknd,Future Nostalgia,204289,70
Someone Like You,Adele,Midnights,147028,70
Perfect,The Weeknd,Evolve,139642,37
Hello,Justin Bieber,When We All Fall Asleep,136992,89
Stay,Drake,Midnights,143285,32
Senorita,Ed Sheeran,Future Nostalgia,268298,8
Shape of You,Justin Bieber,Divide,127261,31
Believer,Adele,Divide,302180,100
Levitating,Imagine Dragons,Justice,186510,91
Blinding Lights,Justin Bieber,Justice,163245,49
Bad Guy,Ed Sheeran,Justice,120390,42
Someone Like You,Taylor Swift,Anti,192734,83
Perfect,Justin Bieber,Scorpion,260014,77
Hello,Adele,Evolve,243182,21
Stay,Imagine Dragons,When We All Fall Asleep,130135,53
Senorita,Ed Sheeran,Justice,192948,62
Shape of You,The Weeknd,Justice,167909,32
Believer,Ed Sheeran,Justice,178468,74
Levitating,Imagine Dragons,Divide,179119,17
Blinding Lights,Dua Lipa,Scorpion,123735,56
Bad Guy,Adele,Justice,139297,23
Someone Like You,Justin Bieber,After Hours,138482,28
Perfect,Dua Lipa,Scorpion,294534,41
Hello,Taylor Swift,Midnights,205151,15
Stay,Justin Bieber,Anti,131944,63
Senorita,Ed Sheeran,Scorpion,298720,29
Shape of You,Taylor Swift,Scorpion,223780,28
Believer,Billie Eilish,Justice,245449,40
Levitating,Billie Eilish,Justice,277043,91
Blinding Lights,Ed Sheeran,When We All Fall Asleep,129240,6
Bad Guy,Billie Eilish,Justice,164124,49
Someone Like You,Dua Lipa,Evolve,153761,64
Perfect,Dua Lipa,Scorpion,210515,44
Hello,Ed Sheeran,After Hours,141779,56
Stay,Rihanna,Justice,214286,46
Senorita,Billie Eilish,Divide,190602,51
Shape of You,Justin Bieber,Justice,186891,2
Believer,Dua Lipa,Midnights,227656,14
Levitating,Billie Eilish,When We All Fall Asleep,243018,32
Blinding Lights,Ed Sheeran,After Hours,167942,44
Bad Guy,Billie Eilish,Scorpion,236716,7
Someone Like You,Dua Lipa,Future Nostalgia,270221,63
Perfect,Justin Bieber,25,294236,44
Hello,Ed Sheeran,Evolve,261534,48
Stay,Ed Sheeran,Future Nostalgia,175372,33
Senorita,Imagine Dragons,Justice,131705,9
Shape of You,Justin Bieber,Scorpion,213096,58
Believer,Rihanna,Midnights,290024,4
Levitating,Rihanna,25,239122,38
Blinding Lights,Imagine Dragons,Midnights,265883,32
Bad Guy,Billie Eilish,Future Nostalgia,209115,75
Someone Like You,Ed Sheeran,Midnights,146515,99
Perfect,Rihanna,Anti,183758,72
Hello,Ed Sheeran,Scorpion,173995,8
Stay,Taylor Swift,25,244908,83
Senorita,Imagine Dragons,Justice,251184,42
Song_0000500,Dua Lipa,Anti,259835,73
Song_0000501,Rihanna,25,238342,25
Song_0000502,Ed Sheeran,Anti,142361,45
Song_0000503,Rihanna,25,294774,42
Song_0000504,Dua Lipa,After Hours,189376,71
Song_0000505,Rihanna,When We All Fall Asleep,131960,9
Song_0000506,The Weeknd,Evolve,249403,42
Song_0000507,Billie Eilish,25,218141,96
Song_0000508,Dua Lipa,Justice,235899,50
Song_0000509,Drake,When We All Fall Asleep,209593,39
Song_0000510,Imagine Dragons,25,303699,69
Song_0000511,Drake,Divide,217907,81
Song_0000512,Taylor Swift,Divide,302194,21
Song_0000513,Billie Eilish,Anti,188876,1
Song_0000514,Dua Lipa,Scorpion,140810,41
Song_0000515,Ed Sheeran,When We All Fall Asleep,152214,65
Song_0000516,Rihanna,Future Nostalgia,173370,69
Song_0000517,Dua Lipa,Justice,229757,72
Song_0000518,Billie Eilish,Anti,277807,16
Song_0000519,Billie Eilish,25,226348,75
Song_0000520,The Weeknd,When We All Fall Asleep,185391,4
Song_0000521,Rihanna,Evolve,301210,34
Song_0000522,Ed Sheeran,Justice,309228,86
Song_0000523,The Weeknd,Midnights,142804,3
Song_0000524,Imagine Dragons,Evolve,272585,39
Song_0000525,Imagine Dragons,When We All Fall Asleep,259635,77
Song_0000526,Adele,When We All Fall Asleep,262882,91
Song_0000527,Ed Sheeran,When We All Fall Asleep,132532,47
Song_0000528,Adele,Anti,209300,23
Song_0000529,Imagine Dragons,Divide,183523,59
Song_0000530,Ed Sheeran,After Hours,229382,19
Song_0000531,Rihanna,Evolve,254088,21
Song_0000532,Dua Lipa,Future Nostalgia,216148,80
Song_0000533,Justin Bieber,After Hours,188355,33
Song_0000534,Dua Lipa,Divide,219172,62
Song_0000535,Billie Eilish,25,126415,4
Song_0000536,Dua Lipa,Midnights,281361,51
Song_0000537,Drake,Divide,176032,24
Song_0000538,The Weeknd,When We All Fall Asleep,147167,79
Song_0000539,Drake,25,228828,85
Song_0000540,Justin Bieber,Divide,267870,37
Song_0000541,Rihanna,Evolve,190551,85
Song_0000542,Justin Bieber,Scorpion,285316,64
Song_0000543,Dua Lipa,Evolve,153137,73
Song_0000544,Dua Lipa,Future Nostalgia,125115,83
Song_0000545,Adele,Evolve,141520,9
Song_0000546,Drake,When We All Fall Asleep,189689,8
Song_0000547,Ed Sheeran,Scorpion,258406,28
Song_0000548,Taylor Swift,Justice,261573,10
Song_0000549,The Weeknd,After Hours,228896,47
Song_0000550,The Weeknd,Midnights,295608,13
Song_0000551,Dua Lipa,Evolve,151437,42
Song_0000552,Taylor Swift,Anti,212151,14
Song_0000553,Drake,After Hours,252047,93
Song_0000554,Justin Bieber,Scorpion,157066,50
Song_0000555,Taylor Swift,When We All Fall Asleep,242348,18
Song_0000556,Dua Lipa,25,288802,65
Song_0000557,Taylor Swift,Midnights,263155,91
Song_0000558,Justin Bieber,Scorpion,132013,2
Song_0000559,Taylor Swift,Future Nostalgia,231938,25
Song_0000560,Billie Eilish,After Hours,227024,45
Song_0000561,Rihanna,Anti,248879,68
Song_0000562,Imagine Dragons,25,120136,69
Song_0000563,Dua Lipa,25,206541,94
Song_0000564,Drake,Divide,290416,21
Song_0000565,Dua Lipa,When We All Fall Asleep,152791,71
Song_0000566,Imagine Dragons,Future Nostalgia,211067,75
Song_0000567,Rihanna,Evolve,309478,39
Song_0000568,Dua Lipa,Evolve,135474,28
Song_0000569,The Weeknd,25,273384,25
Song_0000570,Dua Lipa,Scorpion,299024,51
Song_0000571,Ed Sheeran,Anti,294227,82
Song_0000572,Rihanna,Scorpion,302149,11
Song_0000573,Taylor Swift,When We All Fall Asleep,187119,7
Song_0000574,Dua Lipa,Justice,189638,26
Song_0000575,Ed Sheeran,When We All Fall Asleep,273482,94
Song_0000576,Taylor Swift,Scorpion,125126,71
Song_0000577,Billie Eilish,Midnights,221936,64
Song_0000578,Ed Sheeran,Justice,137226,97
Song_0000579,The Weeknd,Evolve,184559,89
Song_0000580,Drake,After Hours,173974,68
Song_0000581,Adele,Future Nostalgia,309832,6
Song_0000582,Billie Eilish,Evolve,150310,51
Song_0000583,Rihanna,Midnights,260359,54
Song_0000584,Adele,Divide,175027,52
Song_0000585,Rihanna,Justice,244329,20
Song_0000586,Rihanna,Scorpion,272966,96
Song_0000587,Adele,Evolve,130162,73
Song_0000588,Drake,Justice,284043,93
Song_0000589,Billie Eilish,Scorpion,263073,21
Song_0000590,Justin Bieber,Evolve,288855,75
Song_0000591,Taylor Swift,Divide,313947,63
Song_0000592,Ed Sheeran,When We All Fall Asleep,175744,79
Song_0000593,Imagine Dragons,Anti,304387,63
Song_0000594,The Weeknd,When We All Fall Asleep,260393,5
Song_0000595,Billie Eilish,Justice,128183,35
