track_name,artist_name,album_name,duration_ms,popularity
Stay,Rihanna,Future Nostalgia,157218,92
Senorita,The Weeknd,Divide,281779,35
Shape of You,Dua Lipa,Scorpion,271429,41
Believer,Ed Sheeran,Anti,237722,28
Levitating,Billie Eilish,Future Nostalgia,225322,41
Blinding Lights,Justin Bieber,Justice,206448,42
Bad Guy,Ed Sheeran,Midnights,286778,62
Someone Like You,Taylor Swift,Justice,187222,14
Perfect,The Weeknd,Midnights,310342,49
Hello,Imagine Dragons,Justice,121240,57
Stay,Adele,Justice,191576,35
Senorita,Justin Bieber,Evolve,268340,96
Shape of You,Justin Bieber,Future Nostalgia,258199,20
Believer,Rihanna,Future Nostalgia,260979,83
Levitating,Billie Eilish,When We All Fall Asleep,212910,4
Blinding Lights,Drake,Justice,228409,5
Bad Guy,Adele,Midnights,294436,68
Someone Like You,Adele,Divide,140122,68
Perfect,Ed Sheeran,Future Nostalgia,316001,39
Hello,Rihanna,When We All Fall Asleep,279344,37
Stay,Rihanna,Midnights,160568,2
Senorita,Justin Bieber,Evolve,309088,79
Shape of You,Adele,When We All Fall Asleep,279377,60
Believer,Justin Bieber,When We All Fall Asleep,175558,7
Levitating,Dua Lipa,Future Nostalgia,280290,25
Blinding Lights,Dua Lipa,Scorpion,306576,25
Bad Guy,The Weeknd,Midnights,207214,62
Someone Like You,Justin Bieber,Divide,211752,74
Perfect,Drake,Divide,288591,13
Hello,Drake,Justice,239836,34
Stay,Justin Bieber,Anti,188126,67
Senorita,Rihanna,Midnights,317569,71
Shape of You,Justin Bieber,Anti,228835,11
Believer,Billie Eilish,After Hours,232116,18
Levitating,Rihanna,Future Nostalgia,161933,95
Blinding Lights,Adele,After Hours,182481,38
Bad Guy,Adele,When We All Fall Asleep,180418,25
Someone Like You,Imagine Dragons,After Hours,255221,100
Perfect,The Weeknd,Midnights,153511,19
Hello,Billie Eilish,After Hours,195054,30
Stay,Drake,When We All Fall Asleep,132641,65
Senorita,Dua Lipa,Evolve,198072,51
Shape of You,Justin Bieber,25,272146,2
Believer,Taylor Swift,Midnights,215980,60
Levitating,The Weeknd,Scorpion,189669,55
Blinding Lights,Rihanna,Scorpion,138490,66
Bad Guy,Justin Bieber,25,263524,25
Someone Like You,Dua Lipa,Scorpion,201457,51
Perfect,Rihanna,After Hours,316343,93
Hello,Drake,Evolve,192890,51
Stay,Dua Lipa,Scorpion,236133,89
Senorita,Justin Bieber,After Hours,211461,55
Shape of You,Taylor Swift,Divide,225998,78
Believer,Imagine Dragons,25,310262,88
Levitating,The Weeknd,Anti,129856,73
Blinding Lights,Dua Lipa,Anti,181505,66
Bad Guy,The Weeknd,Midnights,216257,82
Someone Like You,Imagine Dragons,Divide,172723,57
Perfect,Adele,Evolve,184568,94
Hello,Taylor Swift,After Hours,195494,62
Stay,Billie Eilish,Justice,165875,45
Senorita,Dua Lipa,Justice,130009,67
Shape of You,Rihanna,Divide,172561,86
Believer,Imagine Dragons,After Hours,140472,15
Levitating,Rihanna,Divide,204597,14
Blinding Lights,Rihanna,Midnights,222746,40
Bad Guy,Taylor Swift,When We All Fall Asleep,288934,70
Someone Like You,The Weeknd,Evolve,131919,13
Perfect,Imagine Dragons,After Hours,291847,33
Hello,Imagine Dragons,When We All Fall Asleep,153948,5
Stay,Taylor Swift,Midnights,217083,34
Senorita,Billie Eilish,When We All Fall Asleep,209775,35
Shape of You,Drake,Midnights,313133,15
Believer,Ed Sheeran,Anti,155008,90
Levitating,Dua Lipa,Evolve,164461,29
Blinding Lights,Justin Bieber,When We All Fall Asleep,268930,22
Bad Guy,Ed Sheeran,After Hours,250134,26
Someone Like You,Taylor Swift,Midnights,274758,13
Perfect,Justin Bieber,Anti,130261,41
Hello,Imagine Dragons,Midnights,292079,63
Stay,Justin Bieber,25,270135,26
Senorita,Billie Eilish,Anti,259476,50
Shape of You,Rihanna,Future Nostalgia,164819,5
Believer,Ed Sheeran,Midnights,139814,87
Levitating,The Weeknd,Future Nostalgia,245901,82
Blinding Lights,Billie Eilish,Evolve,216712,31
Bad Guy,Justin Bieber,Divide,186665,56
Someone Like You,Justin Bieber,After Hours,216868,35
Perfect,Rihanna,Divide,288017,66
Hello,Adele,Midnights,298726,46
Stay,Drake,Midnights,155973,58
Senorita,Dua Lipa,Scorpion,235964,54
Shape of You,Dua Lipa,Justice,193265,59
Believer,Drake,Anti,223617,85
Levitating,Justin Bieber,Evolve,262210,30
Blinding Lights,Billie Eilish,Midnights,237829,29
Bad Guy,Justin Bieber,Anti,141467,91
Someone Like You,Adele,Evolve,204503,70
Perfect,Drake,Justice,176116,48
Hello,Imagine Dragons,Justice,275442,32
Stay,Dua Lipa,Midnights,286162,66
Senorita,Rihanna,Future Nostalgia,235094,98
Shape of You,Rihanna,25,222448,29
Believer,Rihanna,Divide,264595,22
Levitating,Billie Eilish,Justice,155249,77
Blinding Lights,Taylor Swift,Anti,291505,15
Bad Guy,Billie Eilish,25,174564,91
Someone Like You,Imagine Dragons,After Hours,195766,78
Perfect,Justin Bieber,After Hours,282385,42
Hello,Taylor Swift,Scorpion,250852,78
Stay,Adele,After Hours,176135,59
Senorita,Justin Bieber,Anti,262224,16
Shape of You,Taylor Swift,Divide,225896,56
Believer,Drake,Midnights,135549,70
Levitating,The Weeknd,When We All Fall Asleep,260380,95
Blinding Lights,Rihanna,Midnights,166515,90
Bad Guy,Drake,Future Nostalgia,179234,13
Someone Like You,The Weeknd,Scorpion,246848,91
Perfect,Rihanna,Future Nostalgia,295868,10
Hello,The Weeknd,25,136609,69
Stay,Dua Lipa,Future Nostalgia,203412,10
Senorita,Dua Lipa,When We All Fall Asleep,197597,11
Shape of You,Taylor Swift,Future Nostalgia,308601,99
Believer,Dua Lipa,Divide,123243,86
Levitating,Justin Bieber,Midnights,248343,20
Blinding Lights,Taylor Swift,Divide,269439,81
Bad Guy,Adele,Scorpion,167189,69
Someone Like You,Dua Lipa,25,245666,41
Perfect,Justin Bieber,After Hours,208481,93
Hello,Justin Bieber,After Hours,209670,82
Stay,The Weeknd,Evolve,154396,96
Senorita,Adele,Divide,174276,36
Shape of You,Ed Sheeran,Evolve,293867,50
Believer,Drake,When We All Fall Asleep,298258,34
Levitating,Rihanna,Anti,308097,4
Blinding Lights,Dua Lipa,Anti,310987,34
Bad Guy,Dua Lipa,Justice,165505,87
Someone Like You,Imagine Dragons,Future Nostalgia,207773,32
Perfect,Drake,Evolve,265788,43
Hello,Adele,After Hours,274159,22
Stay,Drake,Evolve,127298,56
Senorita,Dua Lipa,25,169286,77
Shape of You,Ed Sheeran,Justice,307131,33
Believer,Imagine Dragons,Justice,290793,70
Levitating,Justin Bieber,Midnights,269964,78
Blinding Lights,Justin Bieber,Anti,233703,14
Bad Guy,Adele,Future Nostalgia,171910,1
Someone Like You,Billie Eilish,Evolve,291922,92
Perfect,Billie Eilish,Midnights,131491,26
Hello,Rihanna,When We All Fall Asleep,196256,6
Stay,Imagine Dragons,Midnights,264226,69
Senorita,Dua Lipa,Future Nostalgia,257772,38
Shape of You,The Weeknd,After Hours,253407,21
Believer,Ed Sheeran,Divide,205795,68
Levitating,Imagine Dragons,Evolve,131497,13
Blinding Lights,Imagine Dragons,Evolve,254003,22
Bad Guy,Dua Lipa,When We All Fall Asleep,240565,69
Someone Like You,Billie Eilish,Justice,162940,14
Perfect,The Weeknd,Justice,215509,66
Hello,Rihanna,Divide,208464,95
Stay,Justin Bieber,Justice,151177,13
Senorita,Adele,Justice,184264,21
Shape of You,Adele,When We All Fall Asleep,255329,28
Believer,Ed Sheeran,Midnights,244859,66
Levitating,Billie Eilish,Midnights,224228,1
Blinding Lights,Billie Eilish,Midnights,183329,75
Bad Guy,The Weeknd,Future Nostalgia,299239,84
Someone Like You,The Weeknd,Scorpion,152624,3
Perfect,Adele,Anti,243756,90
Hello,Justin Bieber,Scorpion,283328,32
Stay,Dua Lipa,Evolve,166984,29
Senorita,Adele,Midnights,201837,17
Shape of You,Billie Eilish,Midnights,314198,42
Believer,Justin Bieber,Midnights,268086,32
Levitating,Taylor Swift,Divide,212589,9
Blinding Lights,Dua Lipa,25,221440,28
Bad Guy,Drake,Midnights,259379,47
Someone Like You,Taylor Swift,Anti,238340,23
Perfect,Billie Eilish,After Hours,168933,56
Hello,Imagine Dragons,Midnights,141101,88
Stay,Rihanna,After Hours,120484,12
Senorita,Justin Bieber,25,225210,53
Shape of You,Dua Lipa,Future Nostalgia,298596,54
Believer,Justin Bieber,Anti,307258,29
Levitating,The Weeknd,Divide,293374,80
Blinding Lights,Taylor Swift,Scorpion,193921,75
Bad Guy,Billie Eilish,Scorpion,195156,63
Someone Like You,Rihanna,Justice,223089,97
Perfect,Taylor Swift,Evolve,224218,15
Hello,Justin Bieber,Evolve,129111,15
Stay,Ed Sheeran,When We All Fall Asleep,163736,1
Senorita,Taylor Swift,Midnights,265667,84
Shape of You,Dua Lipa,After Hours,250273,51
Believer,Dua Lipa,After Hours,260791,27
Levitating,Rihanna,When We All Fall Asleep,215037,15
Blinding Lights,Taylor Swift,Anti,247492,55
Bad Guy,Justin Bieber,When We All Fall Asleep,319934,10
Someone Like You,Taylor Swift,Scorpion,268318,54
Perfect,Dua Lipa,Scorpion,163699,99
Hello,Adele,Evolve,279827,81
Stay,Rihanna,When We All Fall Asleep,186433,38
Senorita,Ed Sheeran,Scorpion,262753,45
Shape of You,Billie Eilish,Midnights,136009,100
Believer,Drake,Scorpion,222126,50
Levitating,Justin Bieber,Midnights,299419,76
Blinding Lights,Ed Sheeran,Divide,155622,98
Bad Guy,Billie Eilish,Midnights,286130,40
Someone Like You,The Weeknd,Divide,232780,56
Perfect,Ed Sheeran,Midnights,297738,84
Hello,Billie Eilish,Future Nostalgia,133083,94
Stay,Taylor Swift,25,147108,54
Senorita,Imagine Dragons,25,137384,16
Shape of You,Ed Sheeran,Divide,249050,58
Believer,Drake,Future Nostalgia,136535,46
Levitating,The Weeknd,Evolve,222995,37
Blinding Lights,Justin Bieber,Midnights,251310,84
Bad Guy,Justin Bieber,Justice,259778,74
Someone Like You,Ed Sheeran,Midnights,298521,44
Perfect,Dua Lipa,25,164104,31
Hello,Rihanna,Scorpion,301170,60
Stay,Billie Eilish,Scorpion,294801,21
Senorita,Rihanna,Justice,225012,1
Shape of You,Ed Sheeran,When We All Fall Asleep,220573,38
Believer,Imagine Dragons,Future Nostalgia,165607,80
Levitating,Drake,Justice,154397,6
Blinding Lights,Taylor Swift,Anti,221560,25
Bad Guy,Dua Lipa,Midnights,188423,49
Someone Like You,Imagine Dragons,Midnights,152531,54
Perfect,Imagine Dragons,Divide,199605,49
Hello,Dua Lipa,Future Nostalgia,196262,29
Stay,Justin Bieber,Evolve,200205,90
Senorita,Drake,Future Nostalgia,215769,37
Shape of You,Adele,Justice,291110,11
Believer,Ed Sheeran,Midnights,264644,98
Levitating,Adele,Justice,140510,43
Blinding Lights,Imagine Dragons,Scorpion,296144,70
Bad Guy,Dua Lipa,After Hours,319913,48
Someone Like You,Imagine Dragons,Justice,136166,14
Perfect,Dua Lipa,25,178071,64
Hello,Dua Lipa,Midnights,250237,20
Stay,Ed Sheeran,Divide,302543,81
Senorita,Taylor Swift,Future Nostalgia,137105,52
Shape of You,Justin Bieber,When We All Fall Asleep,272591,42
Believer,Rihanna,25,139730,96
Levitating,Ed Sheeran,When We All Fall Asleep,249869,34
Blinding Lights,The Weeknd,Anti,147722,99
Bad Guy,Ed Sheeran,25,271329,9
Someone Like You,Billie Eilish,25,239463,79
Perfect,Dua Lipa,Anti,296108,68
Hello,The Weeknd,Scorpion,161861,46
Stay,Justin Bieber,Anti,197338,57
Senorita,Drake,Future Nostalgia,180951,17
Shape of You,Taylor Swift,Scorpion,199033,21
Believer,Justin Bieber,Midnights,269590,75
Levitating,Drake,Scorpion,199078,48
Blinding Lights,Rihanna,Future Nostalgia,258551,18
Bad Guy,The Weeknd,Justice,124921,28
Someone Like You,Billie Eilish,Scorpion,156414,65
Perfect,Imagine Dragons,When We All Fall Asleep,228649,43
Hello,Drake,Divide,141029,43
Stay,Adele,Evolve,200271,29
Senorita,Billie Eilish,25,315317,51
Shape of You,Imagine Dragons,Scorpion,251143,38
Believer,Justin Bieber,Midnights,284710,25
Levitating,Billie Eilish,Midnights,288595,95
Blinding Lights,The Weeknd,Anti,246832,85
Bad Guy,Billie Eilish,Divide,165204,90
Someone Like You,Taylor Swift,Future Nostalgia,172171,7
Perfect,Billie Eilish,Evolve,169596,88
Hello,Adele,Divide,254399,89
Stay,The Weeknd,25,162780,96
Senorita,Dua Lipa,Justice,289845,45
Shape of You,Dua Lipa,Justice,291352,84
Believer,Billie Eilish,Midnights,132435,81
Levitating,Taylor Swift,Divide,150123,99
Blinding Lights,Imagine Dragons,Evolve,142564,59
Bad Guy,Imagine Dragons,After Hours,314756,60
Someone Like You,Justin Bieber,When We All Fall Asleep,130867,92
Perfect,Billie Eilish,Future Nostalgia,275827,52
Hello,Billie Eilish,Midnights,155012,61
Stay,The Weeknd,Midnights,201417,84
Senorita,Adele,Divide,239852,84
Shape of You,Imagine Dragons,Divide,160888,60
Believer,Imagine Dragons,Evolve,254114,18
Levitating,Rihanna,Evolve,271388,70
Blinding Lights,Taylor Swift,Justice,189582,33
Bad Guy,Billie Eilish,25,260670,8
Someone Like You,Billie Eilish,Evolve,185539,8
Perfect,Imagine Dragons,25,298597,59
Hello,Adele,Divide,168265,80
Stay,Ed Sheeran,When We All Fall Asleep,175814,87
Senorita,Drake,After Hours,168633,28
Shape of You,Adele,Evolve,260013,82
Believer,The Weeknd,After Hours,274942,82
Levitating,Ed Sheeran,Evolve,150268,97
Blinding Lights,Ed Sheeran,When We All Fall Asleep,135419,7
Bad Guy,Dua Lipa,Justice,215793,40
Someone Like You,Rihanna,Anti,226047,34
Perfect,Dua Lipa,Divide,128455,50
Hello,Taylor Swift,Scorpion,201213,78
Stay,Justin Bieber,Midnights,204426,8
Senorita,Dua Lipa,Midnights,203371,99
Shape of You,Dua Lipa,After Hours,222937,13
Believer,Drake,Divide,281024,5
Levitating,Rihanna,Evolve,310403,39
Blinding Lights,Dua Lipa,Anti,200450,61
Bad Guy,Imagine Dragons,Anti,248701,65
Someone Like You,Dua Lipa,Scorpion,176073,67
Perfect,The Weeknd,Anti,155016,51
Hello,Billie Eilish,Midnights,215373,78
Stay,Imagine Dragons,25,140225,77
Senorita,Justin Bieber,Scorpion,188170,19
Shape of You,Taylor Swift,After Hours,253724,61
Believer,Billie Eilish,Scorpion,202680,71
Levitating,Taylor Swift,After Hours,197635,55
Blinding Lights,Ed Sheeran,25,124297,97
Bad Guy,Drake,25,128200,48
Someone Like You,Imagine Dragons,Anti,141628,7
Perfect,Taylor Swift,Future Nostalgia,253633,72
Hello,Taylor Swift,Evolve,265304,72
Stay,Billie Eilish,Evolve,175179,59
Senorita,Rihanna,Midnights,288037,31
Song_0000500,Imagine Dragons,Midnights,150360,44
Song_0000501,Ed Sheeran,Divide,261222,80
Song_0000502,Billie Eilish,Justice,209398,38
Song_0000503,Billie Eilish,When We All Fall Asleep,192679,75
Song_0000504,Dua Lipa,After Hours,225705,76
Song_0000505,Ed Sheeran,Scorpion,122153,79
Song_0000506,Rihanna,Divide,129191,62
Song_0000507,Rihanna,Justice,128458,87
Song_0000508,Justin Bieber,After Hours,189945,37
Song_0000509,Imagine Dragons,Justice,220208,57
Song_0000510,Taylor Swift,Justice,201155,42
Song_0000511,Billie Eilish,Anti,260688,86
Song_0000512,Imagine Dragons,Evolve,172031,34
Song_0000513,Rihanna,Scorpion,278853,25
Song_0000514,Justin Bieber,When We All Fall Asleep,215311,96
Song_0000515,Adele,Future Nostalgia,296206,69
Song_0000516,Dua Lipa,Future Nostalgia,164628,85
Song_0000517,Drake,Scorpion,255253,54
Song_0000518,Ed Sheeran,Evolve,161193,80
Song_0000519,Justin Bieber,Future Nostalgia,152193,60
Song_0000520,Dua Lipa,Midnights,266694,31
Song_0000521,Taylor Swift,After Hours,173601,6
Song_0000522,Justin Bieber,Divide,286480,83
Song_0000523,Imagine Dragons,Divide,263174,5
Song_0000524,Justin Bieber,Evolve,166300,14
Song_0000525,The Weeknd,25,208233,95
Song_0000526,Taylor Swift,When We All Fall Asleep,133338,97
Song_0000527,Imagine Dragons,Evolve,304369,86
Song_0000528,Dua Lipa,Justice,299931,63
Song_0000529,Dua Lipa,After Hours,171658,18
Song_0000530,Drake,When We All Fall Asleep,268380,35
Song_0000531,Justin Bieber,Justice,174400,13
Song_0000532,Dua Lipa,When We All Fall Asleep,254388,60
Song_0000533,Imagine Dragons,Scorpion,256987,78
Song_0000534,Drake,After Hours,302561,34
Song_0000535,Rihanna,Future Nostalgia,289369,30
Song_0000536,Dua Lipa,Scorpion,316695,12
Song_0000537,Drake,Future Nostalgia,303893,90
Song_0000538,Rihanna,25,128232,15
Song_0000539,Imagine Dragons,Evolve,226797,83
Song_0000540,Imagine Dragons,25,282787,58
Song_0000541,Rihanna,Evolve,166188,46
Song_0000542,Justin Bieber,After Hours,308738,39
Song_0000543,The Weeknd,25,217470,87
Song_0000544,The Weeknd,After Hours,305961,37
Song_0000545,Dua Lipa,When We All Fall Asleep,174651,23
Song_0000546,Rihanna,After Hours,316526,74
Song_0000547,Justin Bieber,After Hours,199148,72
Song_0000548,Rihanna,Scorpion,266540,9
Song_0000549,The Weeknd,25,277880,66
Song_0000550,Adele,Evolve,275803,33
Song_0000551,Justin Bieber,Anti,314288,4
Song_0000552,Justin Bieber,Midnights,300404,6
Song_0000553,The Weeknd,Midnights,191761,81
Song_0000554,Ed Sheeran,Anti,148702,28
Song_0000555,Billie Eilish,Future Nostalgia,191699,20
Song_0000556,The Weeknd,Scorpion,232855,74
Song_0000557,Taylor Swift,25,257741,81
Song_0000558,Drake,After Hours,206975,74
Song_0000559,Dua Lipa,Justice,219255,32
Song_0000560,Rihanna,Midnights,222900,53
Song_0000561,The Weeknd,Evolve,208386,28
Song_0000562,Taylor Swift,Justice,250868,68
Song_0000563,Taylor Swift,25,129906,64
Song_0000564,Drake,When We All Fall Asleep,271018,68
Song_0000565,Drake,Future Nostalgia,316141,38
Song_0000566,Dua Lipa,Justice,172734,76
Song_0000567,Rihanna,Scorpion,193853,53
Song_0000568,Drake,Justice,205360,84
Song_0000569,Taylor Swift,Justice,217415,49
Song_0000570,Taylor Swift,Justice,313924,21
Song_0000571,Adele,Scorpion,125250,81
Song_0000572,Imagine Dragons,Future Nostalgia,310377,89
Song_0000573,Imagine Dragons,After Hours,248930,87
Song_0000574,Dua Lipa,Future Nostalgia,205897,38
Song_0000575,Ed Sheeran,Evolve,148353,94
Song_0000576,Justin Bieber,Evolve,130223,96
Song_0000577,Taylor Swift,Scorpion,224576,45
Song_0000578,Rihanna,Justice,300287,35
Song_0000579,Rihanna,Evolve,195574,5
Song_0000580,Drake,Justice,271843,8
Song_0000581,The Weeknd,After Hours,280343,93
Song_0000582,Billie Eilish,Future Nostalgia,204789,80
Song_0000583,Drake,When We All Fall Asleep,269205,91
Song_0000584,Imagine Dragons,Scorpion,175774,13
Song_0000585,Drake,Divide,121190,69
Song_0000586,Adele,Midnights,190191,72
Song_0000587,The Weeknd,Evolve,123204,39
Song_0000588,Justin Bieber,Midnights,298942,6
Song_0000589,The Weeknd,Midnights,231657,58
Song_0000590,Taylor Swift,When We All Fall Asleep,271404,91
Song_0000591,Justin Bieber,Anti,309166,43
Song_0000592,Dua Lipa,Future Nostalgia,208426,17
Song_0000593,The Weeknd,Scorpion,305744,85
Song_0000594,Rihanna,Justice,260244,91
Song_0000595,The Weeknd,Divide,313930,100
Song_0000596,Imagine Dragons,After Hours,183612,41
